,cuid,name,curr_plans,talktime,data,sms,Broadband,speed,plan_satisfaction,date_of_pur,ph_no,email_Id,income,door_no,street,city,zipcode,state,area,contact_preference
1081,892080,,699,,12,,50,30,1,2015-06-10 03:32:04,4975868563,,4.6,,,,,,,call
1082,145475,,499,,8,,0,0,9,2001-08-27 16:42:20,5884437838,,0.0,,,,,,,WhatsApp
1083,966331,,299,,5,,0,0,7,2004-12-05 09:37:57,4988947454,,21.0,,,,,,,WhatsApp
1084,613789,,999,,15,,90,50,3,2018-12-19 23:37:16,3545646974,,5.5,,,,,,,call
1085,455968,,1299,,20,,150,100,7,2013-09-09 13:18:56,9663899967,,4.6,,,,,,,Email
1086,559098,,1499,,27,,250,150,5,2008-11-16 05:52:54,6546779567,,21.0,,,,,,,WhatsApp
1087,793141,,299,,5,,0,0,7,2013-02-01 07:56:30,8768858637,,3.5,,,,,,,Email
1088,457598,,1299,,20,,150,100,2,2011-08-22 02:38:53,9869989438,,3.5,,,,,,,call
1089,232191,,1299,,20,,150,100,1,2018-02-18 21:08:07,3464349757,,3.5,,,,,,,Email
1090,183803,,499,,8,,0,0,5,2005-08-29 12:44:56,5998353936,,15.0,,,,,,,call
1091,972878,,699,,12,,50,30,6,2005-01-26 19:18:50,8359554358,,4.6,,,,,,,call
1092,994990,,699,,12,,50,30,4,2000-05-30 22:38:50,9548798975,,10.0,,,,,,,call
1093,391886,,1299,,20,,150,100,2,2005-10-27 02:33:52,3976497346,,4.6,,,,,,,WhatsApp
1094,633484,,1299,,20,,150,100,5,2017-03-23 15:25:23,4436797799,,7.5,,,,,,,call
1095,928918,,499,,8,,0,0,4,2015-11-09 19:23:21,8937935896,,10.0,,,,,,,WhatsApp
1096,568199,,299,,5,,0,0,10,2015-11-03 18:44:20,4334635865,,21.0,,,,,,,WhatsApp
1097,842702,,499,,8,,0,0,3,2003-07-05 20:56:42,9848539853,,10.0,,,,,,,WhatsApp
1098,342130,,699,,12,,50,30,10,2006-11-16 07:14:03,6659546845,,0.0,,,,,,,WhatsApp
1099,103109,,1499,,27,,250,150,1,2020-08-01 20:10:51,5358684457,,7.5,,,,,,,call
1100,416830,,699,,12,,50,30,5,2005-08-12 16:00:32,6598655373,,0.0,,,,,,,WhatsApp
1101,974935,,1499,,27,,250,150,7,2014-04-09 04:49:51,4795786987,,21.0,,,,,,,Email
1102,323821,,299,,5,,0,0,9,2021-10-15 20:22:40,4383758676,,15.0,,,,,,,Email
1103,773038,,299,,5,,0,0,6,2001-04-02 01:30:58,8644943759,,10.0,,,,,,,Email
1104,261903,,1499,,27,,250,150,9,2004-05-03 21:16:03,3334973586,,10.0,,,,,,,call
1105,262389,,499,,8,,0,0,9,2016-12-15 12:30:23,3578345665,,21.0,,,,,,,Email
1106,787971,,999,,15,,90,50,10,2020-06-08 08:09:48,4877669436,,3.5,,,,,,,call
1107,356860,,299,,5,,0,0,6,2008-09-16 12:52:09,3559676433,,5.5,,,,,,,call
1108,804573,,999,,15,,90,50,7,2007-09-16 10:29:10,9485858735,,21.0,,,,,,,call
1109,763139,,699,,12,,50,30,8,2010-08-21 13:20:00,4545844868,,21.0,,,,,,,WhatsApp
1110,817848,,699,,12,,50,30,10,2010-06-25 07:55:53,6398466344,,21.0,,,,,,,WhatsApp
1111,903630,,999,,15,,90,50,10,2017-01-09 00:20:22,3348834845,,21.0,,,,,,,call
1112,893850,,299,,5,,0,0,1,2007-07-27 18:44:00,8468785649,,0.0,,,,,,,call
1113,933162,,199,,3,,0,0,10,2009-08-06 15:36:39,6998567893,,5.5,,,,,,,Email
1114,129808,,1499,,27,,250,150,8,2020-06-18 04:14:26,3779738996,,7.5,,,,,,,call
1115,747306,,199,,3,,0,0,7,2004-05-02 23:03:22,5346493678,,4.6,,,,,,,WhatsApp
1116,918920,,699,,12,,50,30,3,2013-09-28 07:44:00,6445847579,,15.0,,,,,,,Email
1117,201297,,699,,12,,50,30,6,2007-10-20 14:48:00,7949898367,,3.5,,,,,,,call
1118,480899,,499,,8,,0,0,4,2006-08-26 01:09:22,4597845867,,7.5,,,,,,,call
1119,798615,,1299,,20,,150,100,7,2020-06-04 18:34:27,7849694374,,10.0,,,,,,,Email
1120,678141,,1499,,27,,250,150,3,2002-01-13 23:43:31,5956358539,,21.0,,,,,,,Email
1121,255880,,499,,8,,0,0,2,2013-01-17 01:22:36,4779534553,,21.0,,,,,,,call
1122,595141,,499,,8,,0,0,5,2009-04-25 14:01:36,9985339464,,0.0,,,,,,,Email
1123,651534,,1299,,20,,150,100,5,2002-11-08 13:45:04,4339766738,,5.5,,,,,,,call
1124,875761,,1499,,27,,250,150,6,2007-11-15 14:55:57,3975594494,,21.0,,,,,,,WhatsApp
1125,925087,,1499,,27,,250,150,10,2003-03-12 09:10:09,8474464644,,21.0,,,,,,,call
1126,757411,,1299,,20,,150,100,5,2005-12-28 17:56:12,7965868569,,4.6,,,,,,,WhatsApp
1127,213462,,499,,8,,0,0,10,2018-10-15 13:24:10,5467347558,,15.0,,,,,,,WhatsApp
1128,602303,,1499,,27,,250,150,7,2019-05-01 08:46:48,4339999466,,5.5,,,,,,,call
1129,700612,,299,,5,,0,0,5,2017-03-26 11:09:49,6837945354,,7.5,,,,,,,Email
1130,723794,,199,,3,,0,0,1,2009-06-28 14:36:49,4958538777,,15.0,,,,,,,WhatsApp
1131,179685,,1499,,27,,250,150,2,2011-04-29 03:58:59,9745339333,,21.0,,,,,,,call
1132,119578,,1499,,27,,250,150,2,2012-05-21 08:28:30,6955449894,,0.0,,,,,,,Email
1133,154731,,1499,,27,,250,150,5,2014-11-13 10:05:09,5746874597,,4.6,,,,,,,Email
1134,305565,,499,,8,,0,0,3,2008-09-23 15:45:22,4697479856,,4.6,,,,,,,Email
1135,959050,,1499,,27,,250,150,1,2004-09-08 03:38:25,8888567866,,4.6,,,,,,,Email
1136,689121,,1299,,20,,150,100,10,2011-11-12 14:20:49,3549939748,,0.0,,,,,,,Email
1137,863432,,999,,15,,90,50,2,2008-05-19 03:02:55,6686337644,,0.0,,,,,,,Email
1138,445220,,1299,,20,,150,100,8,2002-06-12 09:42:37,9536698399,,0.0,,,,,,,Email
1139,219727,,699,,12,,50,30,3,2009-06-17 05:26:58,9998678459,,7.5,,,,,,,call
1140,152175,,199,,3,,0,0,2,2021-12-31 23:49:02,4437583379,,7.5,,,,,,,call
1141,163056,,1499,,27,,250,150,1,2018-04-29 12:47:23,4596857449,,0.0,,,,,,,call
1142,927274,,999,,15,,90,50,6,2007-01-23 15:08:03,6849948765,,4.6,,,,,,,Email
1143,416602,,999,,15,,90,50,8,2006-03-31 03:18:57,4579635363,,3.5,,,,,,,Email
1144,179826,,1499,,27,,250,150,9,2004-07-10 02:26:14,7366346349,,4.6,,,,,,,call
1145,201898,,499,,8,,0,0,2,2008-11-16 22:00:09,6986548344,,0.0,,,,,,,call
1146,520072,,299,,5,,0,0,7,2012-03-21 20:22:15,9337877459,,0.0,,,,,,,call
1147,431591,,199,,3,,0,0,9,2010-01-08 22:20:31,8754748836,,3.5,,,,,,,call
1148,897100,,699,,12,,50,30,9,2005-07-14 12:20:25,7479837959,,21.0,,,,,,,call
1149,392996,,299,,5,,0,0,1,2014-10-31 15:54:57,9899339439,,3.5,,,,,,,Email
1150,921167,,1299,,20,,150,100,5,2014-09-13 04:51:01,8339867999,,3.5,,,,,,,Email
1151,894487,,499,,8,,0,0,9,2004-07-27 10:28:47,5347454447,,0.0,,,,,,,call
1152,718751,,699,,12,,50,30,9,2012-11-27 20:27:57,8647935783,,3.5,,,,,,,call
1153,790646,,999,,15,,90,50,2,2013-11-21 06:42:55,4448386934,,7.5,,,,,,,Email
1154,233170,,199,,3,,0,0,10,2018-07-20 14:22:38,9389663799,,21.0,,,,,,,call
1155,740555,,999,,15,,90,50,8,2007-08-12 13:26:05,5883743636,,15.0,,,,,,,Email
1156,110987,,1299,,20,,150,100,2,2005-07-25 22:35:19,7576678948,,5.5,,,,,,,Email
1157,819768,,199,,3,,0,0,5,2004-07-06 18:54:28,5388878574,,7.5,,,,,,,call
1158,490445,,1299,,20,,150,100,6,2002-07-07 15:01:36,9946654454,,7.5,,,,,,,call
1159,225794,,199,,3,,0,0,6,2007-12-19 13:19:21,3769875856,,21.0,,,,,,,Email
1160,348672,,199,,3,,0,0,7,2017-05-26 14:48:19,6455993858,,5.5,,,,,,,call
1161,883672,,699,,12,,50,30,8,2012-05-30 04:47:58,4447885954,,4.6,,,,,,,WhatsApp
1162,872577,,1499,,27,,250,150,10,2015-07-10 06:20:18,4544583478,,21.0,,,,,,,WhatsApp
1163,951446,,299,,5,,0,0,1,2006-07-25 19:58:59,7738993766,,5.5,,,,,,,call
1164,890931,,1499,,27,,250,150,9,2020-08-01 09:31:16,3798444543,,7.5,,,,,,,WhatsApp
1165,428219,,1499,,27,,250,150,9,2003-02-08 00:59:05,5856564378,,5.5,,,,,,,WhatsApp
1166,393814,,699,,12,,50,30,8,2015-05-18 20:30:02,6766539839,,21.0,,,,,,,call
1167,991519,,699,,12,,50,30,3,2021-11-12 01:56:49,8968633638,,7.5,,,,,,,Email
1168,228998,,699,,12,,50,30,3,2021-12-16 01:59:35,9687659795,,21.0,,,,,,,Email
1169,584499,,699,,12,,50,30,6,2019-03-18 05:29:59,3737849978,,7.5,,,,,,,Email
1170,451933,,299,,5,,0,0,10,2019-05-05 19:49:13,8797756544,,3.5,,,,,,,WhatsApp
1171,749808,,999,,15,,90,50,2,2005-08-14 15:53:29,3559448373,,10.0,,,,,,,call
1172,277044,,699,,12,,50,30,8,2014-12-15 05:19:54,7679553657,,10.0,,,,,,,call
1173,692827,,1299,,20,,150,100,6,2000-08-09 02:32:46,6953563396,,7.5,,,,,,,call
1174,556783,,999,,15,,90,50,2,2010-07-21 12:51:13,8976787655,,15.0,,,,,,,WhatsApp
1175,723947,,1499,,27,,250,150,9,2000-05-17 11:21:52,7999395884,,3.5,,,,,,,WhatsApp
1176,113773,,1499,,27,,250,150,1,2016-02-18 10:47:19,7446538546,,5.5,,,,,,,WhatsApp
1177,322093,,999,,15,,90,50,7,2001-03-14 03:37:51,8738583538,,10.0,,,,,,,call
1178,337629,,299,,5,,0,0,2,2014-12-02 14:42:13,7887996375,,21.0,,,,,,,Email
1179,895206,,1299,,20,,150,100,3,2004-11-20 18:41:58,9665675336,,7.5,,,,,,,WhatsApp
1180,428039,,1299,,20,,150,100,5,2003-09-30 19:10:07,3648886949,,5.5,,,,,,,Email
1181,540199,,199,,3,,0,0,7,2018-12-02 11:59:13,4837568387,,7.5,,,,,,,WhatsApp
1182,981116,,999,,15,,90,50,6,2014-03-11 16:43:01,9955989563,,3.5,,,,,,,WhatsApp
1183,825742,,699,,12,,50,30,3,2014-08-15 14:00:27,4496948548,,4.6,,,,,,,call
1184,724652,,1499,,27,,250,150,9,2021-06-29 14:12:32,3783948859,,0.0,,,,,,,call
1185,420252,,1499,,27,,250,150,2,2008-04-26 10:16:07,5844636494,,0.0,,,,,,,WhatsApp
1186,719260,,199,,3,,0,0,7,2016-06-28 18:02:21,4964668545,,0.0,,,,,,,Email
1187,872106,,1299,,20,,150,100,1,2016-03-10 00:16:43,8479738934,,0.0,,,,,,,Email
1188,974178,,1499,,27,,250,150,9,2021-04-03 00:24:35,5479748459,,4.6,,,,,,,WhatsApp
1189,377841,,1299,,20,,150,100,7,2011-11-01 21:30:59,8899353573,,4.6,,,,,,,Email
1190,929035,,199,,3,,0,0,2,2007-07-08 23:49:21,6885394637,,15.0,,,,,,,WhatsApp
1191,321534,,199,,3,,0,0,1,2003-07-31 16:29:38,9474567457,,7.5,,,,,,,Email
1192,901426,,1299,,20,,150,100,7,2000-10-17 10:34:28,7788898576,,5.5,,,,,,,call
1193,961934,,499,,8,,0,0,5,2001-11-14 18:21:09,4443355398,,3.5,,,,,,,WhatsApp
1194,622132,,1499,,27,,250,150,10,2021-05-25 06:21:11,9663365786,,15.0,,,,,,,Email
1195,925353,,499,,8,,0,0,6,2006-11-09 10:48:25,6746733658,,3.5,,,,,,,call
1196,245763,,499,,8,,0,0,8,2018-01-06 23:31:08,3838983555,,7.5,,,,,,,WhatsApp
1197,726342,,1499,,27,,250,150,4,2020-08-01 15:19:49,7366363739,,5.5,,,,,,,WhatsApp
1198,173111,,1299,,20,,150,100,4,2021-09-12 17:25:37,3746386976,,10.0,,,,,,,WhatsApp
1199,552321,,499,,8,,0,0,1,2021-11-19 18:24:38,9696378557,,21.0,,,,,,,Email
1200,572652,,199,,3,,0,0,1,2020-10-19 09:25:55,7358699659,,3.5,,,,,,,Email
1201,384174,,1499,,27,,250,150,7,2008-01-03 14:03:16,9468633575,,15.0,,,,,,,WhatsApp
1202,166987,,499,,8,,0,0,10,2005-11-06 20:01:58,3586638844,,4.6,,,,,,,call
1203,170259,,499,,8,,0,0,4,2020-11-23 07:52:22,9349567395,,15.0,,,,,,,Email
1204,555831,,299,,5,,0,0,8,2021-02-16 14:14:37,6596397779,,21.0,,,,,,,Email
1205,487715,,699,,12,,50,30,7,2001-03-06 09:06:18,3468937984,,7.5,,,,,,,Email
1206,234876,,999,,15,,90,50,8,2021-01-24 04:10:35,5998659788,,15.0,,,,,,,Email
1207,713361,,699,,12,,50,30,10,2019-02-13 07:50:39,4545696559,,15.0,,,,,,,WhatsApp
1208,148136,,499,,8,,0,0,5,2012-06-20 05:07:08,9786375697,,5.5,,,,,,,Email
1209,219446,,499,,8,,0,0,5,2017-11-26 20:54:00,7793888583,,7.5,,,,,,,WhatsApp
1210,411389,,699,,12,,50,30,10,2004-11-01 01:04:20,9858486386,,5.5,,,,,,,WhatsApp
1211,648222,,499,,8,,0,0,5,2013-09-23 02:22:37,6663995668,,3.5,,,,,,,WhatsApp
1212,776359,,1299,,20,,150,100,2,2013-06-07 13:24:04,7638458988,,21.0,,,,,,,call
1213,786129,,699,,12,,50,30,6,2000-07-05 19:58:35,7487653556,,4.6,,,,,,,WhatsApp
1214,106389,,499,,8,,0,0,3,2010-10-20 11:33:57,3738768493,,4.6,,,,,,,WhatsApp
1215,991228,,1299,,20,,150,100,4,2017-09-01 20:16:29,9778664475,,10.0,,,,,,,WhatsApp
1216,341155,,299,,5,,0,0,9,2021-11-10 08:15:57,4889975435,,4.6,,,,,,,WhatsApp
1217,635416,,699,,12,,50,30,9,2016-01-07 03:02:05,6887343837,,3.5,,,,,,,WhatsApp
1218,698377,,999,,15,,90,50,9,2017-03-29 13:41:12,8944976743,,4.6,,,,,,,Email
1219,343951,,699,,12,,50,30,1,2014-01-12 22:08:50,6799383756,,21.0,,,,,,,WhatsApp
1220,717228,,699,,12,,50,30,10,2004-01-19 17:36:28,7477794734,,21.0,,,,,,,WhatsApp
1221,167781,,1499,,27,,250,150,4,2006-03-14 15:42:40,9883748643,,10.0,,,,,,,Email
1222,289912,,999,,15,,90,50,4,2004-12-12 09:17:21,5778468484,,4.6,,,,,,,Email
1223,241859,,1299,,20,,150,100,9,2020-10-04 11:05:17,4595589336,,4.6,,,,,,,call
1224,614284,,999,,15,,90,50,7,2020-07-22 15:20:21,4485754463,,7.5,,,,,,,Email
1225,919723,,1499,,27,,250,150,3,2018-07-02 23:55:50,5464757349,,10.0,,,,,,,WhatsApp
1226,457722,,999,,15,,90,50,4,2010-06-19 20:20:24,9449736768,,0.0,,,,,,,call
1227,862370,,299,,5,,0,0,1,2016-08-26 04:05:34,5565887784,,15.0,,,,,,,call
1228,308042,,499,,8,,0,0,8,2006-11-08 03:05:54,8833384968,,15.0,,,,,,,WhatsApp
1229,115967,,499,,8,,0,0,1,2011-02-12 10:03:57,9673433468,,5.5,,,,,,,Email
1230,486184,,999,,15,,90,50,9,2017-06-15 02:56:44,9637887459,,5.5,,,,,,,Email
1231,569100,,499,,8,,0,0,5,2021-04-10 10:29:18,3965688583,,15.0,,,,,,,call
1232,755624,,299,,5,,0,0,7,2011-07-13 01:22:06,8559836936,,15.0,,,,,,,call
1233,565336,,1299,,20,,150,100,6,2000-11-02 23:24:48,7678336446,,5.5,,,,,,,Email
1234,142425,,299,,5,,0,0,7,2005-07-28 07:36:43,8858447357,,3.5,,,,,,,Email
1235,952133,,299,,5,,0,0,4,2006-07-03 17:32:35,6997437983,,4.6,,,,,,,WhatsApp
1236,555078,,1299,,20,,150,100,7,2019-09-20 15:22:03,6939366774,,4.6,,,,,,,call
1237,137096,,299,,5,,0,0,6,2003-09-02 16:43:59,8969659594,,5.5,,,,,,,Email
1238,256078,,1499,,27,,250,150,4,2017-08-26 17:53:53,4364364685,,21.0,,,,,,,WhatsApp
1239,528813,,499,,8,,0,0,2,2001-12-10 08:32:26,5885835386,,7.5,,,,,,,WhatsApp
1240,792896,,199,,3,,0,0,9,2001-01-12 04:59:01,7595538393,,10.0,,,,,,,Email
1241,701037,,999,,15,,90,50,1,2014-10-02 13:12:28,8453384767,,21.0,,,,,,,Email
1242,863196,,199,,3,,0,0,3,2019-02-24 23:50:11,6883336764,,7.5,,,,,,,WhatsApp
1243,255034,,1299,,20,,150,100,4,2000-10-09 15:15:36,6985468783,,21.0,,,,,,,WhatsApp
1244,815598,,199,,3,,0,0,4,2015-09-22 21:21:55,9583485679,,5.5,,,,,,,Email
1245,114989,,1499,,27,,250,150,3,2008-09-28 23:10:19,3588796679,,4.6,,,,,,,WhatsApp
1246,315796,,1499,,27,,250,150,1,2003-08-26 03:21:06,3797356369,,5.5,,,,,,,Email
1247,678330,,999,,15,,90,50,2,2006-12-04 15:16:19,5345686363,,7.5,,,,,,,Email
1248,628693,,1299,,20,,150,100,9,2000-09-16 12:01:29,6375579434,,3.5,,,,,,,Email
1249,520968,,699,,12,,50,30,3,2021-08-09 19:55:15,4586738846,,0.0,,,,,,,call
1250,990737,,1499,,27,,250,150,3,2000-05-23 06:00:08,8754757537,,0.0,,,,,,,WhatsApp
1251,492546,,1299,,20,,150,100,1,2020-12-12 10:57:16,4964858784,,3.5,,,,,,,Email
1252,100874,,199,,3,,0,0,7,2019-09-14 13:08:38,6737983643,,21.0,,,,,,,Email
1253,701201,,499,,8,,0,0,6,2019-09-13 20:40:09,9488537737,,0.0,,,,,,,Email
1254,361439,,999,,15,,90,50,2,2015-06-03 16:34:17,5848546773,,21.0,,,,,,,WhatsApp
1255,406520,,499,,8,,0,0,9,2014-06-23 10:39:27,6994838335,,7.5,,,,,,,call
1256,287676,,499,,8,,0,0,3,2002-04-14 19:05:32,6357935436,,10.0,,,,,,,call
1257,379575,,999,,15,,90,50,9,2005-04-30 22:33:46,6455983574,,10.0,,,,,,,call
1258,416750,,199,,3,,0,0,3,2007-05-31 13:36:37,8633648495,,21.0,,,,,,,WhatsApp
1259,810550,,1299,,20,,150,100,1,2019-06-29 00:53:42,9536647397,,5.5,,,,,,,call
1260,232846,,1499,,27,,250,150,1,2011-02-04 23:02:33,7347939546,,15.0,,,,,,,call
1261,221817,,499,,8,,0,0,1,2008-06-13 07:44:14,6455489685,,0.0,,,,,,,call
1262,937876,,1299,,20,,150,100,4,2011-11-13 00:07:54,3348883768,,7.5,,,,,,,call
1263,517779,,1499,,27,,250,150,4,2011-05-27 19:30:41,6739874769,,7.5,,,,,,,WhatsApp
1264,129280,,299,,5,,0,0,7,2008-09-14 05:33:30,8484458383,,21.0,,,,,,,Email
1265,464371,,1299,,20,,150,100,7,2004-06-16 04:03:54,3767399745,,15.0,,,,,,,call
1266,824158,,699,,12,,50,30,6,2002-06-06 14:40:56,4536346693,,0.0,,,,,,,call
1267,557480,,1499,,27,,250,150,8,2021-05-17 05:50:56,6387335675,,10.0,,,,,,,Email
1268,264101,,199,,3,,0,0,10,2009-06-16 13:59:56,4393749486,,15.0,,,,,,,Email
1269,508435,,1299,,20,,150,100,4,2004-07-15 12:54:05,8536439687,,4.6,,,,,,,WhatsApp
1270,518732,,1499,,27,,250,150,1,2016-03-25 09:21:26,7594355453,,0.0,,,,,,,Email
1271,950256,,699,,12,,50,30,5,2001-11-23 12:29:23,3657398868,,3.5,,,,,,,call
1272,994925,,299,,5,,0,0,9,2009-03-19 03:03:33,3647565356,,7.5,,,,,,,WhatsApp
1273,209081,,999,,15,,90,50,7,2016-07-18 11:09:33,7854756548,,21.0,,,,,,,Email
1274,220444,,699,,12,,50,30,4,2021-08-04 06:17:08,5437653468,,3.5,,,,,,,call
1275,166455,,699,,12,,50,30,6,2003-02-12 09:44:53,5784875987,,21.0,,,,,,,Email
1276,141266,,699,,12,,50,30,10,2008-03-29 19:39:32,7977893784,,0.0,,,,,,,WhatsApp
1277,891831,,1499,,27,,250,150,2,2012-08-03 19:49:40,9483837679,,3.5,,,,,,,Email
1278,975684,,699,,12,,50,30,8,2005-12-31 17:25:29,4839996963,,21.0,,,,,,,WhatsApp
1279,601130,,499,,8,,0,0,7,2005-03-29 03:15:07,4664695987,,15.0,,,,,,,call
1280,348199,,499,,8,,0,0,8,2008-12-22 09:58:28,9378543675,,4.6,,,,,,,call
1281,980868,,999,,15,,90,50,7,2018-11-07 11:12:07,4688566539,,0.0,,,,,,,Email
1282,711021,,1499,,27,,250,150,3,2018-11-07 09:35:41,8746795485,,10.0,,,,,,,call
1283,418049,,299,,5,,0,0,4,2007-01-22 19:33:50,8886875334,,15.0,,,,,,,WhatsApp
1284,884035,,1299,,20,,150,100,3,2020-09-13 12:12:02,4579583483,,0.0,,,,,,,WhatsApp
1285,649551,,199,,3,,0,0,9,2002-10-03 07:55:09,5345486537,,0.0,,,,,,,WhatsApp
1286,956898,,999,,15,,90,50,8,2005-06-30 11:43:51,4658834969,,21.0,,,,,,,call
1287,930484,,499,,8,,0,0,3,2001-07-13 22:38:15,3884396585,,15.0,,,,,,,WhatsApp
1288,393865,,699,,12,,50,30,1,2012-03-04 11:31:32,7777639335,,4.6,,,,,,,WhatsApp
1289,863428,,699,,12,,50,30,9,2018-12-09 19:57:08,4985343998,,15.0,,,,,,,call
1290,488456,,1499,,27,,250,150,5,2004-06-02 16:06:25,8534935775,,21.0,,,,,,,WhatsApp
1291,899753,,1299,,20,,150,100,10,2006-06-19 05:02:11,3376845357,,15.0,,,,,,,call
1292,191561,,199,,3,,0,0,10,2001-09-01 14:57:34,3863947993,,3.5,,,,,,,WhatsApp
1293,880083,,1499,,27,,250,150,9,2002-07-22 17:02:38,6636678778,,15.0,,,,,,,Email
1294,395448,,499,,8,,0,0,7,2020-06-14 00:10:07,9778555467,,4.6,,,,,,,call
1295,115383,,299,,5,,0,0,9,2013-02-22 19:23:57,6686635684,,15.0,,,,,,,call
1296,158055,,499,,8,,0,0,8,2003-06-10 13:26:29,7757856856,,21.0,,,,,,,call
1297,346536,,1499,,27,,250,150,2,2007-10-09 21:37:26,3558534586,,15.0,,,,,,,call
1298,475441,,499,,8,,0,0,1,2002-02-08 21:10:54,4563847559,,5.5,,,,,,,call
1299,171335,,699,,12,,50,30,8,2012-08-28 05:35:26,8834779684,,0.0,,,,,,,WhatsApp
1300,880170,,299,,5,,0,0,2,2017-07-23 14:58:47,9457845974,,10.0,,,,,,,WhatsApp
1301,128399,,199,,3,,0,0,9,2017-07-27 14:23:29,3867638986,,4.6,,,,,,,Email
1302,210915,,499,,8,,0,0,6,2017-05-01 10:16:02,7635566384,,0.0,,,,,,,WhatsApp
1303,795252,,699,,12,,50,30,5,2005-05-14 03:23:25,7745588646,,4.6,,,,,,,WhatsApp
1304,392662,,1499,,27,,250,150,7,2013-04-01 07:54:20,9733835985,,15.0,,,,,,,Email
1305,580775,,999,,15,,90,50,3,2019-10-09 23:39:34,9357338933,,5.5,,,,,,,Email
1306,194217,,1499,,27,,250,150,6,2007-05-20 02:23:11,8694578989,,4.6,,,,,,,WhatsApp
1307,245568,,1299,,20,,150,100,6,2020-02-03 01:59:51,7567356395,,3.5,,,,,,,Email
1308,282758,,199,,3,,0,0,7,2009-07-29 08:50:37,9658939977,,7.5,,,,,,,Email
1309,282211,,699,,12,,50,30,4,2019-02-06 02:36:12,9633584359,,10.0,,,,,,,call
1310,128554,,199,,3,,0,0,4,2010-01-05 20:58:57,6895494674,,15.0,,,,,,,Email
1311,977644,,1299,,20,,150,100,7,2006-12-28 01:09:57,8346948777,,21.0,,,,,,,Email
1312,203547,,499,,8,,0,0,2,2012-04-05 04:19:57,4396835863,,15.0,,,,,,,call
1313,972480,,699,,12,,50,30,8,2013-01-03 05:50:06,9657385643,,0.0,,,,,,,Email
1314,819087,,1299,,20,,150,100,3,2016-09-10 20:17:55,4877735743,,10.0,,,,,,,call
1315,581889,,699,,12,,50,30,10,2014-10-12 12:45:30,5464336453,,0.0,,,,,,,Email
1316,924083,,199,,3,,0,0,5,2021-03-25 20:12:21,3356339359,,21.0,,,,,,,Email
1317,361935,,699,,12,,50,30,3,2004-11-18 11:17:00,3938987448,,4.6,,,,,,,call
1318,809865,,1499,,27,,250,150,7,2015-08-10 22:33:52,4696697354,,3.5,,,,,,,Email
1319,549176,,499,,8,,0,0,2,2014-05-31 03:32:00,4896695588,,0.0,,,,,,,Email
1320,306608,,1299,,20,,150,100,1,2013-06-22 07:34:08,9743537885,,4.6,,,,,,,Email
1321,165038,,499,,8,,0,0,8,2009-05-01 12:21:27,6883989639,,3.5,,,,,,,call
1322,636117,,1499,,27,,250,150,3,2000-10-08 10:46:27,9854369976,,7.5,,,,,,,call
1323,428548,,699,,12,,50,30,2,2021-06-24 04:48:14,8444387374,,7.5,,,,,,,WhatsApp
1324,475734,,1499,,27,,250,150,3,2002-05-06 12:29:03,6373949753,,5.5,,,,,,,call
1325,501252,,999,,15,,90,50,2,2009-05-30 10:17:03,4945936934,,0.0,,,,,,,Email
1326,439209,,299,,5,,0,0,7,2010-12-06 23:26:42,5495633548,,21.0,,,,,,,Email
1327,237383,,299,,5,,0,0,7,2019-02-28 14:26:13,4496953435,,7.5,,,,,,,WhatsApp
1328,213420,,199,,3,,0,0,4,2007-09-12 19:13:53,5364337549,,7.5,,,,,,,WhatsApp
1329,874106,,499,,8,,0,0,1,2018-06-13 14:10:02,6773554639,,21.0,,,,,,,Email
1330,928121,,199,,3,,0,0,6,2011-02-04 04:17:31,7788588643,,0.0,,,,,,,Email
1331,767100,,499,,8,,0,0,2,2001-05-03 18:04:54,4745697396,,0.0,,,,,,,Email
1332,754541,,1499,,27,,250,150,2,2012-08-24 21:03:04,8885778476,,15.0,,,,,,,call
1333,806081,,299,,5,,0,0,2,2015-11-24 19:06:30,9639478867,,10.0,,,,,,,call
1334,992895,,299,,5,,0,0,2,2007-08-15 20:48:41,7398345835,,5.5,,,,,,,WhatsApp
1335,200465,,199,,3,,0,0,5,2013-01-17 16:00:10,3363778467,,3.5,,,,,,,Email
1336,878906,,1299,,20,,150,100,7,2019-07-19 04:33:38,6856384549,,15.0,,,,,,,Email
1337,159563,,299,,5,,0,0,5,2001-02-28 11:20:19,4697687854,,3.5,,,,,,,Email
1338,800950,,699,,12,,50,30,4,2016-10-23 00:17:57,5397376493,,7.5,,,,,,,Email
1339,501933,,999,,15,,90,50,1,2006-08-11 14:22:31,6396559636,,21.0,,,,,,,call
1340,161075,,1299,,20,,150,100,8,2010-09-27 11:49:53,5676487765,,7.5,,,,,,,call
1341,314090,,199,,3,,0,0,1,2019-09-07 04:28:49,8699644635,,5.5,,,,,,,call
1342,942430,,199,,3,,0,0,7,2019-01-28 08:48:50,5896575556,,10.0,,,,,,,call
1343,186795,,499,,8,,0,0,1,2006-06-05 03:23:44,7946555337,,15.0,,,,,,,Email
1344,432709,,1499,,27,,250,150,9,2015-06-26 14:55:01,9353745453,,10.0,,,,,,,call
1345,865054,,1299,,20,,150,100,7,2019-01-05 22:15:25,5858884798,,7.5,,,,,,,call
1346,235541,,1299,,20,,150,100,10,2014-02-07 07:55:41,9369569454,,21.0,,,,,,,call
